LL_xmag,LL_ymag,LL_zmag,activity,individual,set
0.65925,0.15651,0.084755,a14,p1,s02
0.65161,0.16671,0.070151,a14,p1,s02
0.64175,0.17734,0.046805,a14,p1,s02
0.62074,0.19946,0.022502,a14,p1,s02
0.5929,0.22722,0.00116,a14,p1,s02
0.54853,0.26576,-0.021299,a14,p1,s02
0.50398,0.29366,-0.040435,a14,p1,s03
0.46677,0.30789,-0.059074,a14,p1,s03
0.43714,0.32122,-0.069447,a14,p1,s03
0.41593,0.33637,-0.068823,a14,p1,s03
0.4009,0.34848,-0.070704,a14,p1,s03
0.39894,0.35022,-0.0792,a14,p1,s03
0.40519,0.36009,-0.10006,a14,p1,s03
0.40478,0.38273,-0.097991,a14,p1,s03
0.40567,0.39842,-0.072126,a14,p1,s03
0.41278,0.39898,-0.068367,a14,p1,s03
0.42128,0.40051,-0.054473,a14,p1,s03
0.43416,0.40126,-0.034649,a14,p1,s03
0.45681,0.3977,-0.017061,a14,p1,s03
0.48687,0.38765,0.007182,a14,p1,s03
0.52169,0.37416,0.027438,a14,p1,s03
0.54689,0.35767,0.052433,a14,p1,s03
0.56718,0.3456,0.072202,a14,p1,s03
0.58933,0.32752,0.080326,a14,p1,s03
0.60516,0.31097,0.085202,a14,p1,s03
0.62412,0.28117,0.090814,a14,p1,s03
0.64063,0.24452,0.10133,a14,p1,s03
0.65623,0.20394,0.11491,a14,p1,s03
0.66879,0.17049,0.11146,a14,p1,s03
0.6703,0.16636,0.10975,a14,p1,s03
0.6665,0.16487,0.11162,a14,p1,s03
0.66571,0.15643,0.10821,a14,p1,s03
0.66228,0.15836,0.10675,a14,p1,s03
0.6577,0.1653,0.095583,a14,p1,s03
0.64904,0.17169,0.084558,a14,p1,s03
0.63405,0.17908,0.069769,a14,p1,s03
0.61641,0.19932,0.040743,a14,p1,s03
0.59157,0.23039,0.016017,a14,p1,s03
0.55365,0.26536,-0.006833,a14,p1,s03
0.50977,0.29717,-0.03257,a14,p1,s03
0.46498,0.32221,-0.0611,a14,p1,s03
0.43513,0.34304,-0.064267,a14,p1,s03
0.41155,0.36465,-0.060686,a14,p1,s03
0.3926,0.38591,-0.054982,a14,p1,s03
0.38522,0.39404,-0.055497,a14,p1,s03
0.38884,0.39742,-0.083013,a14,p1,s03
0.39098,0.41309,-0.085071,a14,p1,s03
0.38696,0.42357,-0.066093,a14,p1,s03
0.38719,0.42511,-0.062701,a14,p1,s03
0.39508,0.42773,-0.055147,a14,p1,s03
0.41187,0.42507,-0.027391,a14,p1,s03
0.43338,0.41657,-0.011981,a14,p1,s03
0.46275,0.40175,-0.010777,a14,p1,s03
0.49079,0.39038,0.012638,a14,p1,s03
0.51973,0.37565,0.033256,a14,p1,s03
0.54838,0.35787,0.06206,a14,p1,s03
0.5692,0.34755,0.074987,a14,p1,s03
0.58362,0.33338,0.073473,a14,p1,s03
0.60144,0.31528,0.080016,a14,p1,s03
0.61717,0.28838,0.09243,a14,p1,s03
0.63642,0.25084,0.10423,a14,p1,s03
0.65315,0.2127,0.10665,a14,p1,s03
0.66701,0.17616,0.10067,a14,p1,s03
0.67074,0.16092,0.089513,a14,p1,s03
0.66834,0.16323,0.091364,a14,p1,s03
0.66736,0.15021,0.089997,a14,p1,s03
0.66502,0.14319,0.085588,a14,p1,s03
0.65934,0.15005,0.082919,a14,p1,s03
0.64938,0.16544,0.068142,a14,p1,s03
0.63414,0.17931,0.056508,a14,p1,s03
0.61238,0.20676,0.033784,a14,p1,s03
0.58803,0.23351,0.013222,a14,p1,s03
0.55918,0.2642,-0.001516,a14,p1,s03
0.52519,0.29477,-0.023635,a14,p1,s03
0.48871,0.3201,-0.044687,a14,p1,s03
0.453,0.348,-0.060247,a14,p1,s03
0.42905,0.36993,-0.06351,a14,p1,s03
0.41311,0.38889,-0.060294,a14,p1,s03
0.39556,0.41079,-0.056286,a14,p1,s03
0.38916,0.42596,-0.072788,a14,p1,s03
0.38035,0.44569,-0.07448,a14,p1,s03
0.37837,0.45615,-0.049261,a14,p1,s03
0.38222,0.45836,-0.044715,a14,p1,s03
0.38896,0.45848,-0.035312,a14,p1,s03
0.4059,0.45359,-0.020503,a14,p1,s03
0.43316,0.44023,0.006081,a14,p1,s03
0.46148,0.42641,0.025617,a14,p1,s03
0.487,0.41353,0.039268,a14,p1,s03
0.50944,0.40013,0.048499,a14,p1,s03
0.52792,0.39008,0.058199,a14,p1,s03
0.54697,0.37667,0.064302,a14,p1,s03
0.56104,0.36715,0.067812,a14,p1,s03
0.57004,0.35896,0.076126,a14,p1,s03
0.58665,0.33635,0.090463,a14,p1,s03
0.60835,0.30301,0.10043,a14,p1,s03
0.62722,0.26732,0.10733,a14,p1,s03
0.6447,0.23491,0.11019,a14,p1,s03
0.65938,0.20117,0.11232,a14,p1,s03
0.67435,0.16514,0.109,a14,p1,s03
0.67825,0.14752,0.10157,a14,p1,s03
0.67438,0.1437,0.10204,a14,p1,s03
0.67206,0.13658,0.094218,a14,p1,s03
0.66619,0.14468,0.08364,a14,p1,s03
0.64719,0.17041,0.067858,a14,p1,s03
0.62301,0.19401,0.0509,a14,p1,s03
0.59734,0.21601,0.036813,a14,p1,s03
0.56918,0.23921,0.015797,a14,p1,s03
0.53823,0.25981,-0.007755,a14,p1,s03
0.5,0.27842,-0.037672,a14,p1,s03
0.46274,0.29284,-0.062361,a14,p1,s03
0.42902,0.30556,-0.081916,a14,p1,s03
0.40755,0.32085,-0.083009,a14,p1,s03
0.39232,0.3372,-0.077753,a14,p1,s03
0.38509,0.3495,-0.077157,a14,p1,s03
0.38503,0.36377,-0.086351,a14,p1,s03
0.38563,0.38604,-0.085034,a14,p1,s03
0.38431,0.40212,-0.078544,a14,p1,s03
0.38216,0.41375,-0.069765,a14,p1,s03
0.38506,0.42222,-0.050132,a14,p1,s03
0.39721,0.42812,-0.023331,a14,p1,s03
0.42129,0.42554,0.003217,a14,p1,s03
0.45483,0.41666,0.015737,a14,p1,s03
0.48488,0.40536,0.032129,a14,p1,s03
0.51784,0.39078,0.055502,a14,p1,s03
0.54942,0.36831,0.087513,a14,p1,s03
0.5782,0.34011,0.098004,a14,p1,s03
0.60346,0.31328,0.096672,a14,p1,s03
0.62202,0.28618,0.10446,a14,p1,s03
0.64131,0.25114,0.11175,a14,p1,s03
0.6627,0.20003,0.11258,a14,p1,s03
0.67669,0.16568,0.092385,a14,p1,s03
0.66746,0.18096,0.093124,a14,p1,s04
0.66947,0.16898,0.095115,a14,p1,s04
0.67083,0.15728,0.093667,a14,p1,s04
0.66727,0.15768,0.088163,a14,p1,s04
0.65651,0.16322,0.082467,a14,p1,s04
0.64394,0.17314,0.063503,a14,p1,s04
0.63303,0.18869,0.04475,a14,p1,s04
0.60943,0.21892,0.029789,a14,p1,s04
0.57995,0.25161,0.010395,a14,p1,s04
0.53697,0.2922,-0.004845,a14,p1,s04
0.4957,0.32167,-0.027574,a14,p1,s04
0.46278,0.34079,-0.047746,a14,p1,s04
0.43467,0.35805,-0.058278,a14,p1,s04
0.41347,0.37479,-0.060834,a14,p1,s04
0.39837,0.38485,-0.067538,a14,p1,s04
0.3945,0.38966,-0.087315,a14,p1,s04
0.3936,0.40362,-0.09167,a14,p1,s04
0.39079,0.41762,-0.069957,a14,p1,s04
0.39568,0.42118,-0.052797,a14,p1,s04
0.4056,0.41944,-0.050612,a14,p1,s04
0.41863,0.41691,-0.043849,a14,p1,s04
0.43635,0.41249,-0.023772,a14,p1,s04
0.4647,0.40489,0.000903,a14,p1,s04
0.49774,0.3925,0.027521,a14,p1,s04
0.52828,0.37802,0.051998,a14,p1,s04
0.55188,0.36441,0.066528,a14,p1,s04
0.56772,0.34995,0.069924,a14,p1,s04
0.58496,0.33654,0.074657,a14,p1,s04
0.59794,0.32148,0.083883,a14,p1,s04
0.6123,0.2943,0.095346,a14,p1,s04
0.63315,0.24875,0.098683,a14,p1,s04
0.64974,0.21228,0.10119,a14,p1,s04
0.66004,0.18376,0.096529,a14,p1,s04
0.66439,0.16769,0.091971,a14,p1,s04
0.667,0.14589,0.084049,a14,p1,s04
0.66643,0.13449,0.074259,a14,p1,s04
0.66063,0.13802,0.065735,a14,p1,s04
0.64711,0.15157,0.048771,a14,p1,s04
0.62809,0.17153,0.039001,a14,p1,s04
0.60566,0.19667,0.02837,a14,p1,s04
0.58106,0.22001,0.011137,a14,p1,s04
0.54761,0.24969,-0.010696,a14,p1,s04
0.50818,0.27716,-0.040953,a14,p1,s04
0.47195,0.3008,-0.060531,a14,p1,s04
0.43657,0.33053,-0.074545,a14,p1,s04
0.41123,0.35626,-0.081601,a14,p1,s04
0.39726,0.37419,-0.076727,a14,p1,s04
0.39032,0.39383,-0.081774,a14,p1,s04
0.38232,0.4183,-0.071444,a14,p1,s04
0.37688,0.43755,-0.057786,a14,p1,s04
0.37566,0.44844,-0.05264,a14,p1,s04
0.37634,0.45563,-0.038434,a14,p1,s04
0.39229,0.45614,-0.018237,a14,p1,s04
0.41778,0.45273,0.01652,a14,p1,s04
0.46013,0.43257,0.048443,a14,p1,s04
0.49839,0.40645,0.071808,a14,p1,s04
0.52618,0.38965,0.088891,a14,p1,s04
0.55457,0.36896,0.08807,a14,p1,s04
0.576,0.35036,0.095134,a14,p1,s04
0.59664,0.32555,0.09388,a14,p1,s04
0.6129,0.29982,0.10643,a14,p1,s04
0.63367,0.26291,0.12103,a14,p1,s04
0.65708,0.21232,0.12244,a14,p1,s04
0.6731,0.17351,0.10764,a14,p1,s04
0.67505,0.15958,0.092196,a14,p1,s04
0.67241,0.15507,0.098499,a14,p1,s04
0.67324,0.14377,0.095187,a14,p1,s04
0.67236,0.1334,0.08852,a14,p1,s04
0.66658,0.13885,0.084296,a14,p1,s04
0.65334,0.14741,0.072161,a14,p1,s04
0.63741,0.16437,0.049935,a14,p1,s04
0.62064,0.19125,0.039584,a14,p1,s04
0.60031,0.21427,0.019471,a14,p1,s04
0.56739,0.24594,-0.005666,a14,p1,s04
0.51849,0.27966,-0.030953,a14,p1,s04
0.47737,0.30072,-0.060226,a14,p1,s04
0.44495,0.3176,-0.077457,a14,p1,s04
0.42169,0.32967,-0.08367,a14,p1,s04
0.40818,0.34698,-0.081659,a14,p1,s04
0.40068,0.35446,-0.082166,a14,p1,s04
0.39538,0.3616,-0.084829,a14,p1,s04
0.40187,0.36877,-0.093949,a14,p1,s04
0.39971,0.38873,-0.11645,a14,p1,s04
0.39761,0.40617,-0.084265,a14,p1,s04
0.40677,0.40267,-0.058561,a14,p1,s04
0.41455,0.40535,-0.057969,a14,p1,s04
0.42319,0.41372,-0.051808,a14,p1,s04
0.44608,0.41606,-0.022755,a14,p1,s04
0.48019,0.40601,0.006356,a14,p1,s04
0.52052,0.38423,0.04271,a14,p1,s04
0.54378,0.36858,0.073682,a14,p1,s04
0.55952,0.36031,0.083921,a14,p1,s04
0.57323,0.35514,0.079591,a14,p1,s04
0.58416,0.34308,0.086464,a14,p1,s04
0.59829,0.32397,0.081878,a14,p1,s04
0.61535,0.2958,0.090555,a14,p1,s04
0.63632,0.25423,0.10157,a14,p1,s04
0.65842,0.20759,0.096564,a14,p1,s04
0.67597,0.16305,0.083755,a14,p1,s04
0.67567,0.15231,0.074093,a14,p1,s04
0.67327,0.14572,0.079785,a14,p1,s04
0.67379,0.13477,0.081317,a14,p1,s04
0.66874,0.1371,0.077436,a14,p1,s04
0.65699,0.14978,0.073941,a14,p1,s04
0.63981,0.15866,0.049328,a14,p1,s04
0.623,0.17454,0.031035,a14,p1,s04
0.60316,0.20114,0.020197,a14,p1,s04
0.576,0.23074,-0.000385,a14,p1,s04
0.54222,0.26335,-0.015453,a14,p1,s04
0.50246,0.29011,-0.037695,a14,p1,s04
0.46539,0.31012,-0.052656,a14,p1,s04
0.43509,0.3224,-0.061331,a14,p1,s04
0.41656,0.33033,-0.064824,a14,p1,s04
0.40425,0.34272,-0.065179,a14,p1,s04
0.39629,0.34944,-0.068446,a14,p1,s04
0.39359,0.3588,-0.069492,a14,p1,s04
0.39759,0.37817,-0.090741,a14,p1,s04
0.39044,0.40595,-0.086224,a14,p1,s04
0.3879,0.42098,-0.062409,a14,p1,s04
0.39261,0.42897,-0.061355,a14,p1,s04
0.39516,0.43587,-0.057723,a14,p1,s04
0.40255,0.44283,-0.038173,a14,p1,s04
0.4268,0.44422,-0.003404,a14,p1,s04
0.45871,0.43463,0.02984,a14,p1,s04
0.49674,0.41635,0.065802,a14,p1,s04
0.52201,0.40039,0.088048,a14,p1,s05
0.54443,0.38741,0.093333,a14,p1,s05
0.56141,0.37484,0.089243,a14,p1,s05
0.57514,0.36773,0.082978,a14,p1,s05
0.58358,0.35533,0.079006,a14,p1,s05
0.59521,0.33659,0.090756,a14,p1,s05
0.61054,0.30952,0.10475,a14,p1,s05
0.63025,0.27297,0.10473,a14,p1,s05
0.64449,0.24542,0.096492,a14,p1,s05
0.65905,0.21081,0.091285,a14,p1,s05
0.66944,0.17831,0.094314,a14,p1,s05
0.67629,0.15613,0.090341,a14,p1,s05
0.6774,0.14675,0.091337,a14,p1,s05
0.67246,0.14504,0.086483,a14,p1,s05
0.66128,0.15395,0.082811,a14,p1,s05
0.6447,0.17685,0.06715,a14,p1,s05
0.62636,0.19505,0.050075,a14,p1,s05
0.60382,0.21589,0.039123,a14,p1,s05
0.57936,0.24198,0.022628,a14,p1,s05
0.54303,0.27626,-0.007137,a14,p1,s05
0.50686,0.30555,-0.031945,a14,p1,s05
0.47251,0.32971,-0.048981,a14,p1,s05
0.44255,0.34642,-0.057727,a14,p1,s05
0.41834,0.35772,-0.066191,a14,p1,s05
0.39814,0.36153,-0.078857,a14,p1,s05
0.3864,0.36019,-0.088401,a14,p1,s05
0.38026,0.35977,-0.093186,a14,p1,s05
0.38301,0.36021,-0.095209,a14,p1,s05
0.38848,0.3769,-0.08943,a14,p1,s05
0.39602,0.3896,-0.055925,a14,p1,s05
0.39935,0.39436,-0.059979,a14,p1,s05
0.40284,0.40111,-0.068795,a14,p1,s05
0.40421,0.40792,-0.070453,a14,p1,s05
0.41433,0.41934,-0.036185,a14,p1,s05
0.43684,0.41484,-0.015419,a14,p1,s05
0.46132,0.40991,0.012379,a14,p1,s05
0.4831,0.40808,0.039904,a14,p1,s05
0.51045,0.39833,0.053825,a14,p1,s05
0.53237,0.38491,0.064752,a14,p1,s05
0.55701,0.36218,0.069893,a14,p1,s05
0.58346,0.33629,0.081192,a14,p1,s05
0.6092,0.30799,0.098688,a14,p1,s05
0.62854,0.27215,0.10653,a14,p1,s05
0.649,0.22802,0.11009,a14,p1,s05
0.6659,0.17797,0.099857,a14,p1,s05
0.67351,0.15182,0.087573,a14,p1,s05
0.67466,0.14383,0.09472,a14,p1,s05
0.67525,0.12727,0.096225,a14,p1,s05
0.67414,0.11347,0.093028,a14,p1,s05
0.6651,0.11969,0.085796,a14,p1,s05
0.65518,0.13453,0.075224,a14,p1,s05
0.64336,0.14993,0.058538,a14,p1,s05
0.62464,0.1671,0.03963,a14,p1,s05
0.60105,0.19175,0.023846,a14,p1,s05
0.56455,0.22992,-0.003894,a14,p1,s05
0.52523,0.2527,-0.03328,a14,p1,s05
0.4914,0.264,-0.05453,a14,p1,s05
0.45886,0.27534,-0.070246,a14,p1,s05
0.43829,0.28707,-0.079262,a14,p1,s05
0.41748,0.30501,-0.083143,a14,p1,s05
0.40453,0.3273,-0.083439,a14,p1,s05
0.39976,0.34604,-0.085906,a14,p1,s05
0.40306,0.36599,-0.09852,a14,p1,s05
0.39605,0.39524,-0.097178,a14,p1,s05
0.39133,0.41599,-0.0734,a14,p1,s05
0.38912,0.42562,-0.058536,a14,p1,s05
0.39337,0.43195,-0.046166,a14,p1,s05
0.41116,0.42864,-0.033977,a14,p1,s05
0.43611,0.4253,-0.008551,a14,p1,s05
0.47366,0.40594,0.013364,a14,p1,s05
0.50772,0.38775,0.032781,a14,p1,s05
0.53171,0.37793,0.0512,a14,p1,s05
0.55437,0.36646,0.063562,a14,p1,s05
0.56532,0.35868,0.071411,a14,p1,s05
0.57819,0.34664,0.061529,a14,p1,s05
0.5902,0.33145,0.068103,a14,p1,s05
0.60416,0.31007,0.086021,a14,p1,s05
0.62675,0.26655,0.095423,a14,p1,s05
0.64578,0.22383,0.099441,a14,p1,s05
0.66214,0.17447,0.09824,a14,p1,s05
0.67601,0.13273,0.085782,a14,p1,s05
0.68109,0.11435,0.076295,a14,p1,s05
0.68139,0.1056,0.078831,a14,p1,s05
0.67587,0.098932,0.074311,a14,p1,s05
0.66434,0.10765,0.062221,a14,p1,s05
0.64914,0.13171,0.049469,a14,p1,s05
0.63416,0.15386,0.032293,a14,p1,s05
0.60714,0.18229,0.013699,a14,p1,s05
0.57683,0.21349,-0.013461,a14,p1,s05
0.52883,0.24913,-0.047571,a14,p1,s05
0.49237,0.26775,-0.074562,a14,p1,s05
0.46052,0.28619,-0.088921,a14,p1,s05
0.43316,0.30709,-0.09543,a14,p1,s05
0.41327,0.3337,-0.090638,a14,p1,s05
0.39541,0.36005,-0.081571,a14,p1,s05
0.39068,0.37385,-0.08618,a14,p1,s05
0.39337,0.38352,-0.10178,a14,p1,s05
0.39249,0.40096,-0.099893,a14,p1,s05
0.39949,0.40732,-0.071405,a14,p1,s05
0.40599,0.40496,-0.062088,a14,p1,s05
0.41323,0.40212,-0.055499,a14,p1,s05
0.42541,0.39548,-0.041324,a14,p1,s05
0.44637,0.3875,-0.028161,a14,p1,s05
0.47477,0.37663,-0.00367,a14,p1,s05
0.51329,0.36015,0.019406,a14,p1,s05
0.54371,0.34279,0.043292,a14,p1,s05
0.56702,0.32917,0.064256,a14,p1,s05
0.58429,0.31519,0.072682,a14,p1,s05
0.59588,0.3075,0.071352,a14,p1,s05
0.60728,0.29408,0.06815,a14,p1,s05
0.62347,0.26643,0.073771,a14,p1,s05
0.6375,0.23868,0.089707,a14,p1,s05
0.65401,0.19804,0.09019,a14,p1,s05
0.66889,0.15748,0.079319,a14,p1,s05
0.67721,0.12272,0.068002,a14,p1,s05
0.67518,0.12396,0.072909,a14,p1,s05
0.67385,0.10869,0.073541,a14,p1,s05
0.67519,0.091783,0.070873,a14,p1,s05
0.66885,0.092533,0.06711,a14,p1,s05
0.65583,0.10244,0.067434,a14,p1,s05
0.64158,0.1221,0.05256,a14,p1,s05
0.62478,0.13822,0.036356,a14,p1,s05
0.6066,0.1623,0.018911,a14,p1,s05
0.58109,0.18402,-0.007265,a14,p1,s05
0.54415,0.21329,-0.029868,a14,p1,s05
0.506,0.23265,-0.052854,a14,p1,s06
0.4749,0.24915,-0.068073,a14,p1,s06
0.44988,0.25988,-0.071429,a14,p1,s06
0.43066,0.27507,-0.072188,a14,p1,s06
0.4154,0.29185,-0.070747,a14,p1,s06
0.40534,0.31238,-0.07486,a14,p1,s06
0.40368,0.32719,-0.086092,a14,p1,s06
0.40622,0.3464,-0.10555,a14,p1,s06
0.40066,0.37826,-0.10395,a14,p1,s06
0.39676,0.39731,-0.07814,a14,p1,s06
0.39217,0.41375,-0.06939,a14,p1,s06
0.38785,0.42828,-0.06651,a14,p1,s06
0.39764,0.43118,-0.058237,a14,p1,s06
0.41547,0.43397,-0.026317,a14,p1,s06
0.44653,0.42051,-0.000117,a14,p1,s06
0.47489,0.41068,0.025667,a14,p1,s06
0.50025,0.40359,0.04697,a14,p1,s06
0.52682,0.39132,0.060923,a14,p1,s06
0.5487,0.37843,0.069477,a14,p1,s06
0.56779,0.36526,0.06152,a14,p1,s06
0.58532,0.3483,0.067514,a14,p1,s06
0.60069,0.33462,0.08626,a14,p1,s06
0.62117,0.30083,0.097258,a14,p1,s06
0.64002,0.26059,0.099122,a14,p1,s06
0.65814,0.21787,0.083397,a14,p1,s06
0.67305,0.18153,0.064561,a14,p1,s06
0.67668,0.17339,0.060489,a14,p1,s06
0.6758,0.1608,0.067922,a14,p1,s06
0.67769,0.13941,0.071924,a14,p1,s06
0.67006,0.13558,0.067809,a14,p1,s06
0.66423,0.13543,0.063684,a14,p1,s06
0.65852,0.1348,0.05392,a14,p1,s06
0.64265,0.15302,0.03836,a14,p1,s06
0.6246,0.16719,0.020966,a14,p1,s06
0.59965,0.1964,0.005704,a14,p1,s06
0.57426,0.21819,-0.011537,a14,p1,s06
0.54753,0.2393,-0.027495,a14,p1,s06
0.5141,0.26257,-0.044494,a14,p1,s06
0.48589,0.28197,-0.059283,a14,p1,s06
0.45396,0.30389,-0.068586,a14,p1,s06
0.43117,0.32575,-0.075495,a14,p1,s06
0.41519,0.34326,-0.083685,a14,p1,s06
0.39992,0.35807,-0.095351,a14,p1,s06
0.39321,0.37235,-0.096221,a14,p1,s06
0.38663,0.39553,-0.10106,a14,p1,s06
0.3848,0.41805,-0.082345,a14,p1,s06
0.38491,0.42701,-0.061083,a14,p1,s06
0.38884,0.42679,-0.06148,a14,p1,s06
0.39646,0.42234,-0.066151,a14,p1,s06
0.41021,0.4148,-0.052432,a14,p1,s06
0.43117,0.41285,-0.027284,a14,p1,s06
0.45183,0.40898,-0.006711,a14,p1,s06
0.48206,0.39812,0.019158,a14,p1,s06
0.50643,0.38824,0.030102,a14,p1,s06
0.52897,0.37831,0.04467,a14,p1,s06
0.5454,0.37173,0.055564,a14,p1,s06
0.56059,0.36145,0.056104,a14,p1,s06
0.58173,0.33988,0.072812,a14,p1,s06
0.60801,0.30271,0.090497,a14,p1,s06
0.63397,0.26112,0.10668,a14,p1,s06
0.65541,0.21422,0.11229,a14,p1,s06
0.67274,0.17461,0.098852,a14,p1,s06
0.67691,0.16492,0.092853,a14,p1,s06
0.67491,0.15978,0.09709,a14,p1,s06
0.67372,0.14458,0.088921,a14,p1,s06
0.6713,0.14081,0.083919,a14,p1,s06
0.66506,0.15029,0.081443,a14,p1,s06
0.65266,0.16696,0.067862,a14,p1,s06
0.63629,0.18075,0.051843,a14,p1,s06
0.61624,0.20289,0.030164,a14,p1,s06
0.59455,0.22318,0.009256,a14,p1,s06
0.56881,0.2434,-0.007705,a14,p1,s06
0.52991,0.27109,-0.030348,a14,p1,s06
0.49322,0.28863,-0.05155,a14,p1,s06
0.45421,0.31026,-0.065804,a14,p1,s06
0.42983,0.3226,-0.07456,a14,p1,s06
0.41364,0.33342,-0.07777,a14,p1,s06
0.40134,0.35237,-0.082189,a14,p1,s06
0.39059,0.36808,-0.087682,a14,p1,s06
0.38941,0.38206,-0.092446,a14,p1,s06
0.38685,0.40297,-0.10211,a14,p1,s06
0.38093,0.41853,-0.082871,a14,p1,s06
0.38158,0.42411,-0.062187,a14,p1,s06
0.38721,0.42623,-0.05863,a14,p1,s06
0.39951,0.4242,-0.051105,a14,p1,s06
0.41993,0.42239,-0.027948,a14,p1,s06
0.44791,0.41248,-0.009266,a14,p1,s06
0.48157,0.39882,0.012558,a14,p1,s06
0.51383,0.3831,0.02938,a14,p1,s06
0.5468,0.36601,0.055714,a14,p1,s06
0.57404,0.34506,0.067741,a14,p1,s06
0.59777,0.31947,0.068702,a14,p1,s06
0.62485,0.2811,0.075526,a14,p1,s06
0.64824,0.23842,0.077842,a14,p1,s06
0.66141,0.21542,0.084466,a14,p1,s06
0.664,0.19856,0.091693,a14,p1,s06
0.66949,0.17649,0.087148,a14,p1,s06
0.67246,0.15615,0.091691,a14,p1,s06
0.67669,0.14132,0.092887,a14,p1,s06
0.67673,0.12334,0.090327,a14,p1,s06
0.67507,0.11227,0.087192,a14,p1,s06
0.6717,0.1077,0.083489,a14,p1,s06
0.6639,0.11292,0.076847,a14,p1,s06
0.64817,0.1365,0.0604,a14,p1,s06
0.62537,0.16109,0.039504,a14,p1,s06
0.60693,0.18394,0.029296,a14,p1,s06
0.58909,0.20313,0.004976,a14,p1,s06
0.55659,0.23003,-0.023896,a14,p1,s06
0.51427,0.26257,-0.052658,a14,p1,s06
0.46729,0.28344,-0.078723,a14,p1,s06
0.42997,0.2945,-0.089708,a14,p1,s06
0.40153,0.30872,-0.092187,a14,p1,s06
0.38364,0.316,-0.095781,a14,p1,s06
0.38074,0.31248,-0.10002,a14,p1,s06
0.3906,0.29984,-0.10447,a14,p1,s06
0.40283,0.29164,-0.10813,a14,p1,s06
0.42321,0.29613,-0.12242,a14,p1,s06
0.42565,0.31616,-0.11246,a14,p1,s06
0.41614,0.33933,-0.086897,a14,p1,s06
0.41339,0.35822,-0.070635,a14,p1,s06
0.41397,0.37345,-0.067217,a14,p1,s06
0.42071,0.38243,-0.056388,a14,p1,s06
0.44684,0.38402,-0.026665,a14,p1,s06
0.48063,0.37802,-0.001687,a14,p1,s06
0.51954,0.36638,0.018299,a14,p1,s06
0.54063,0.36235,0.026668,a14,p1,s07
0.54732,0.36429,0.037493,a14,p1,s07
0.56136,0.36008,0.059313,a14,p1,s07
0.57892,0.34342,0.076742,a14,p1,s07
0.60403,0.31635,0.0854,a14,p1,s07
0.62579,0.28071,0.084643,a14,p1,s07
0.64588,0.23911,0.092488,a14,p1,s07
0.66477,0.18951,0.089663,a14,p1,s07
0.67658,0.15087,0.076682,a14,p1,s07
0.67268,0.14833,0.07884,a14,p1,s07
0.67031,0.13272,0.08694,a14,p1,s07
0.67183,0.12036,0.085638,a14,p1,s07
0.66683,0.1219,0.082427,a14,p1,s07
0.65764,0.12995,0.075283,a14,p1,s07
0.63971,0.1443,0.052495,a14,p1,s07
0.61991,0.16561,0.037802,a14,p1,s07
0.6016,0.18953,0.024028,a14,p1,s07
0.57723,0.21108,0.006425,a14,p1,s07
0.54231,0.24242,-0.009591,a14,p1,s07
0.50409,0.26074,-0.03165,a14,p1,s07
0.47263,0.27191,-0.049024,a14,p1,s07
0.4442,0.2866,-0.06216,a14,p1,s07
0.41849,0.30562,-0.075158,a14,p1,s07
0.39722,0.32182,-0.089278,a14,p1,s07
0.38961,0.33599,-0.093462,a14,p1,s07
0.38649,0.35103,-0.086607,a14,p1,s07
0.38686,0.37717,-0.093124,a14,p1,s07
0.38739,0.39684,-0.073355,a14,p1,s07
0.38879,0.40447,-0.063591,a14,p1,s07
0.39169,0.40469,-0.070865,a14,p1,s07
0.395,0.4076,-0.071865,a14,p1,s07
0.3981,0.41758,-0.043817,a14,p1,s07
0.42444,0.41875,-0.01132,a14,p1,s07
0.45755,0.41186,0.011287,a14,p1,s07
0.49787,0.40255,0.034824,a14,p1,s07
0.52666,0.38849,0.051247,a14,p1,s07
0.54979,0.37002,0.057843,a14,p1,s07
0.56991,0.35429,0.059823,a14,p1,s07
0.58294,0.34529,0.059876,a14,p1,s07
0.59172,0.33403,0.077059,a14,p1,s07
0.60208,0.31544,0.09837,a14,p1,s07
0.61951,0.28515,0.10789,a14,p1,s07
0.63644,0.24998,0.10776,a14,p1,s07
0.64995,0.22015,0.10348,a14,p1,s07
0.66202,0.18568,0.10739,a14,p1,s07
0.66882,0.16126,0.10412,a14,p1,s07
0.67251,0.14286,0.093528,a14,p1,s07
0.67231,0.13184,0.085179,a14,p1,s07
0.66449,0.13432,0.076077,a14,p1,s07
0.65258,0.14682,0.063111,a14,p1,s07
0.63323,0.16482,0.039554,a14,p1,s07
0.61365,0.18603,0.020531,a14,p1,s07
0.58493,0.21436,-0.00312,a14,p1,s07
0.54696,0.24443,-0.026833,a14,p1,s07
0.50085,0.26647,-0.051578,a14,p1,s07
0.46379,0.27741,-0.071254,a14,p1,s07
0.43638,0.2868,-0.073087,a14,p1,s07
0.41606,0.2996,-0.067393,a14,p1,s07
0.40438,0.31277,-0.064324,a14,p1,s07
0.39986,0.31251,-0.070248,a14,p1,s07
0.40038,0.3116,-0.086784,a14,p1,s07
0.40764,0.32568,-0.10956,a14,p1,s07
0.40821,0.35378,-0.11479,a14,p1,s07
0.40273,0.38029,-0.076797,a14,p1,s07
0.40248,0.40023,-0.058499,a14,p1,s07
0.405,0.4122,-0.052591,a14,p1,s07
